z,gamma
-28.67087235738564,0.9555701441151725
-28.66087235738564,0.9555708485422449
-28.650872357385637,0.9555715547672808
-28.640872357385636,0.9555722627943865
-28.630872357385634,0.955572972627676
-28.620872357385633,0.9555736842712721
-28.61087235738563,0.9555743977293044
-28.60087235738563,0.9555751130059117
-28.590872357385628,0.9555758301052398
-28.580872357385626,0.9555765490314434
-28.570872357385625,0.9555772697886843
-28.560872357385623,0.9555779923811331
-28.55087235738562,0.955578716812968
-28.54087235738562,0.9555794430883756
-28.53087235738562,0.9555801712115501
-28.520872357385617,0.9555809011866945
-28.510872357385615,0.9555816330180189
-28.500872357385614,0.9555823667097426
-28.490872357385612,0.9555831022660921
-28.48087235738561,0.9555838396913026
-28.47087235738561,0.9555845789896171
-28.460872357385608,0.955585320165287
-28.450872357385606,0.9555860632225717
-28.440872357385604,0.9555868081657388
-28.430872357385603,0.9555875549990642
-28.4208723573856,0.9555883037268318
-28.4108723573856,0.9555890543533339
-28.400872357385598,0.9555898068828708
-28.390872357385597,0.955590561319751
-28.380872357385595,0.9555913176682916
-28.370872357385593,0.9555920759328178
-28.360872357385592,0.955592836117663
-28.35087235738559,0.9555935982271686
-28.34087235738559,0.9555943622656846
-28.330872357385587,0.9555951282375696
-28.320872357385586,0.9555958961471898
-28.310872357385584,0.95559666599892
-28.300872357385582,0.9555974377971437
-28.29087235738558,0.9555982115462522
-28.28087235738558,0.9555989872506455
-28.270872357385578,0.9555997649147319
-28.260872357385576,0.9556005445429278
-28.250872357385575,0.9556013261396583
-28.240872357385573,0.955602109709357
-28.23087235738557,0.9556028952564654
-28.22087235738557,0.9556036827854341
-28.21087235738557,0.9556044723007213
-28.200872357385567,0.9556052638067944
-28.190872357385565,0.9556060573081289
-28.180872357385564,0.9556068528092089
-28.170872357385562,0.9556076503145267
-28.16087235738556,0.9556084498285834
-28.15087235738556,0.9556092513558883
-28.140872357385557,0.9556100549009596
-28.130872357385556,0.9556108604683238
-28.120872357385554,0.9556116680625156
-28.110872357385553,0.955612477688079
-28.10087235738555,0.9556132893495659
-28.09087235738555,0.955614103051537
-28.080872357385548,0.9556149187985618
-28.070872357385547,0.9556157365952177
-28.060872357385545,0.9556165564460916
-28.050872357385543,0.9556173783557782
-28.040872357385542,0.9556182023288814
-28.03087235738554,0.9556190283700134
-28.02087235738554,0.9556198564837953
-28.010872357385537,0.9556206866748567
-28.000872357385536,0.9556215189478356
-27.990872357385534,0.9556223533073794
-27.980872357385532,0.9556231897581433
-27.97087235738553,0.955624028304792
-27.96087235738553,0.9556248689519984
-27.950872357385528,0.9556257117044442
-27.940872357385526,0.9556265565668202
-27.930872357385525,0.9556274035438251
-27.920872357385523,0.9556282526401675
-27.91087235738552,0.9556291038605639
