Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Beamline Energy	
27.59	29.82	1.5939999999999999	23.2	46.4	284.70000000000107	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	284.8000000000011	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	284.9000000000011	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.00000000000114	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.10000000000116	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.2000000000012	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.3000000000012	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.4000000000012	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.50000000000125	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.6000000000013	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.7000000000013	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.8000000000013	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	285.90000000000134	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.00000000000136	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.1000000000014	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.2000000000014	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.30000000000143	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.40000000000146	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.5000000000015	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.6000000000015	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.7000000000015	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.80000000000155	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	286.90000000000157	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.0000000000016	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.1000000000016	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.20000000000164	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.30000000000166	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.4000000000017	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.5000000000017	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.6000000000017	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.70000000000175	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.8000000000018	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	287.9000000000018	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.0000000000018	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.10000000000184	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.20000000000186	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.3000000000019	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.4000000000019	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.50000000000193	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.60000000000196	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.700000000002	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.800000000002	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	288.900000000002	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.00000000000205	2.0
